label,source,age,n_interests,n_projects,interests,subject_1_name,subject_1_score,subject_2_name,subject_2_score,subject_3_name,subject_3_score,subject_4_name,subject_4_score,subject_5_name,subject_5_score,project_title,project_skills,archetype,base_ability
CCS,synthetic,21,3,2,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Full Stack Development,93.3,Automata Theory,90.6,Engineering Mathematics-IV,87.7,Operating Systems,87.3,Software Engineering,86.6,Multi-tenant SaaS App,docker|fullstack|serverless|react|sql|opencv|terraform|nginx,strong,73.4
DWM,synthetic,21,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Database Management Systems,93.3,Engineering Mathematics-IV,93.2,Data Structures and Algorithms,88.2,Digital Logic & Design,86.3,Java,86.0,Business Intelligence Portal,postgresql|tableau|mongodb|data warehouse|power bi|sql|kubernetes|data visualization,topper,80.0
CCS,synthetic,19,3,3,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Design & Analysis of Algorithms,45.8,Cryptography & Network Security,43.1,Full Stack Development,33.3,Java,32.3,Data Structures and Algorithms,27.4,Task Management System,devops|ci/cd|fullstack|nginx|node|kubernetes|serverless|terraform,failing,15.8
ML,synthetic,22,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,64.0,Data Structures and Algorithms,54.3,Python,53.8,Engineering Mathematics-III,47.3,Java,47.1,Face Recognition System,sklearn|tensorflow|data science|nlp|neural network|regression|pytorch|jupyter,below_avg,38.5
WT,synthetic,19,1,1,Mobile & IoT Development,IoT,97.3,Microcontroller & Embedded Systems,84.4,Operating Systems,84.3,Computer Networks,82.3,Digital Logic & Design,81.9,Health Monitoring Wearable,raspberry pi|iot|sensor|freertos|lora|bluetooth|microcontroller|wireless,strong,70.7
DWM,synthetic,19,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Artificial Intelligence,69.7,Automata Theory,66.9,Python,65.9,Software Engineering,64.0,Java,63.6,Crime Data Analysis,spark|data warehouse|power bi|mongodb|sql|data mining|analytics|data pipeline,above_avg,59.5
DWM,synthetic,20,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,85.6,Java,76.7,Engineering Mathematics-IV,68.3,Python,64.9,Digital Logic & Design,64.8,Data Pipeline System,postgresql|tableau|data warehouse|power bi|sql|mysql|data visualization|data mining,above_avg,60.3
WT,synthetic,20,2,1,Network & Wireless Systems|Mobile & IoT Development,IoT,76.3,Design & Analysis of Algorithms,75.5,Computer Networks,70.5,Full Stack Development,68.9,Operating Systems,67.3,Gesture Controlled Robot,rfid|freertos|arduino|mqtt|bluetooth|analytics|zigbee|esp32,average,55.2
WT,synthetic,22,2,2,Network & Wireless Systems|Mobile & IoT Development,IoT,66.8,Computer Networks,58.8,C++,56.4,Automata Theory,53.7,Engineering Mathematics-III,50.7,Smart Agriculture,rfid|embedded|zigbee|iot|sensor|freertos|mqtt|bluetooth,below_avg,39.0
CCS,synthetic,19,3,3,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Full Stack Development,57.3,Computer Networks,53.1,Microcontroller & Embedded Systems,47.8,Cryptography & Network Security,41.5,IoT,41.3,Cloud File Storage,devops|ci/cd|docker|nginx|fullstack|node|react|kubernetes,struggling,31.4
ML,synthetic,22,2,1,Artificial Intelligence & Machine Learning|Web Development,Python,97.5,Engineering Mathematics-III,91.3,Artificial Intelligence,85.5,Engineering Mathematics-IV,85.0,Data Structures and Algorithms,84.6,Sentiment Analysis Tool,classification|jupyter|opencv|sklearn,strong,77.4
ML,synthetic,21,1,3,Data Science & Analytics,Data Structures and Algorithms,85.1,Artificial Intelligence,84.7,Engineering Mathematics-III,76.0,Engineering Mathematics-IV,73.5,Software Engineering,73.4,Chatbot System,computer vision|sklearn|tensorflow|nlp|neural network|data science|regression|pytorch,strong,67.3
DWM,synthetic,19,1,2,Artificial Intelligence & Machine Learning,Java,80.5,Software Engineering,74.5,Database Management Systems,65.9,Engineering Mathematics-IV,64.9,IoT,63.2,Financial Data Mining Tool,ci/cd|postgresql|tableau|mongodb|mysql|sql|data visualization|hadoop,average,55.4
DWM,synthetic,20,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Software Engineering,68.1,Engineering Mathematics-IV,48.0,C++,45.9,Data Structures and Algorithms,41.2,Operating Systems,41.2,Data Pipeline System,tableau|mongodb|power bi|data warehouse|data mining|spark|data pipeline,inconsistent,35.7
CCS,synthetic,18,2,2,Mobile & IoT Development|Web Development,Computer Networks,91.1,Python,81.6,Software Engineering,78.8,Cryptography & Network Security,76.1,Operating Systems,75.9,Cloud Deployment Platform,docker|raspberry pi|fullstack|nginx|iot|react|kubernetes|lora,hard_sample,63.0
WT,synthetic,21,3,3,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Computer Networks,85.5,C++,85.3,Microcontroller & Embedded Systems,83.9,IoT,83.9,Java,83.7,LoRa Communication System,rfid|embedded|ci/cd|raspberry pi|iot|freertos|lora|mqtt,strong,73.6
CCS,synthetic,21,2,3,Cloud & Distributed Systems|Web Development,Full Stack Development,63.6,Design & Analysis of Algorithms,55.8,Computer Networks,54.8,Automata Theory,48.0,Python,46.1,Kubernetes Cluster Monitor,devops|docker|ci/cd|fullstack|kubernetes|pytorch|aws|jenkins,inconsistent,37.5
ML,synthetic,21,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Artificial Intelligence,100.0,Engineering Mathematics-III,93.2,Data Structures and Algorithms,89.7,C++,88.9,Python,87.1,Stock Predictor,data science|numpy|nlp|tensorflow|sklearn|regression|pytorch|opencv,topper,81.3
DWM,synthetic,18,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Data Structures and Algorithms,86.5,Computer Networks,86.3,Database Management Systems,85.4,Design & Analysis of Algorithms,84.0,Engineering Mathematics-IV,82.1,Healthcare Data Warehouse,tableau|mongodb|pandas,strong,70.7
WT,synthetic,22,2,3,Mobile & IoT Development|Network & Wireless Systems,Operating Systems,100.0,Microcontroller & Embedded Systems,100.0,IoT,100.0,Computer Networks,96.8,Software Engineering,90.5,Smart Streetlight System,zigbee|raspberry pi|iot|react|sensor|freertos|lora|mqtt,topper,84.2
CCS,synthetic,22,1,2,Web Development,Full Stack Development,71.7,Cryptography & Network Security,69.5,Operating Systems,65.2,Computer Networks,62.2,Java,60.4,Portfolio Website Builder,devops|rest api|ci/cd|pandas|node|serverless|kubernetes|aws,above_avg,57.7
WT,synthetic,19,2,2,Mobile & IoT Development|Network & Wireless Systems,Computer Networks,89.3,Digital Logic & Design,67.8,IoT,66.0,Engineering Mathematics-IV,62.4,Microcontroller & Embedded Systems,54.4,Wireless Sensor Network,rfid|embedded|raspberry pi|freertos|arduino|mqtt|i2c|microcontroller,average,46.7
CCS,synthetic,18,3,3,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Computer Networks,100.0,Full Stack Development,100.0,Database Management Systems,82.5,Engineering Mathematics-IV,81.4,Operating Systems,80.9,Real-Time Chat Application,devops|ci/cd|docker|fullstack|node|react|sensor|aws,topper,79.1
WT,synthetic,18,3,1,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,61.7,C++,45.9,Engineering Mathematics-IV,40.7,Digital Logic & Design,33.5,IoT,32.9,Smart Home System,raspberry pi|iot|react|freertos|arduino|bluetooth|i2c,struggling,21.0
ML,synthetic,20,1,3,Data Science & Analytics,Python,58.5,Engineering Mathematics-III,53.0,Java,52.4,Software Engineering,48.7,Cryptography & Network Security,46.8,Spam Filter,computer vision|data science|tensorflow|nlp|neural network|deep learning|classification|pytorch,below_avg,42.1
WT,synthetic,19,1,2,Mobile & IoT Development,Microcontroller & Embedded Systems,99.7,Computer Networks,96.0,Digital Logic & Design,93.4,IoT,91.8,Java,85.3,GPS Tracker,iot|sensor|freertos|data visualization|arduino|lora|bluetooth|zigbee,strong,79.0
ML,synthetic,18,1,3,Data Science & Analytics,Engineering Mathematics-III,76.5,Artificial Intelligence,74.9,Engineering Mathematics-IV,74.4,Design & Analysis of Algorithms,73.3,Software Engineering,72.5,Handwriting Recognizer,computer vision|sklearn|tensorflow|zigbee|neural network|data science|regression|classification,improving,62.8
DWM,synthetic,20,4,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems|Web Development,Engineering Mathematics-IV,84.8,Software Engineering,76.5,Java,76.4,Engineering Mathematics-III,72.3,Data Structures and Algorithms,71.4,ETL Automation Tool,postgresql|mongodb|data warehouse|power bi|mysql|hadoop|data mining|analytics,hard_sample,60.8
ML,synthetic,18,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Artificial Intelligence,77.4,Engineering Mathematics-IV,75.1,Software Engineering,73.1,Computer Networks,69.5,Full Stack Development,68.6,Fraud Detection System,sklearn|tensorflow|classification|numpy|deep learning|pandas,above_avg,65.0
DWM,synthetic,22,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Engineering Mathematics-III,94.8,Database Management Systems,84.6,Java,81.6,Data Structures and Algorithms,80.1,Automata Theory,79.9,Data Pipeline System,embedded|postgresql|data warehouse|power bi|mongodb|sql|data visualization|hadoop,strong,73.7
ML,synthetic,22,1,1,Artificial Intelligence & Machine Learning,Python,89.3,Artificial Intelligence,79.9,Cryptography & Network Security,79.6,Design & Analysis of Algorithms,78.5,Engineering Mathematics-III,77.6,Price Predictor,sklearn|tensorflow|regression|pytorch|numpy|keras,strong,71.7
CCS,synthetic,18,2,2,Cloud & Distributed Systems|Data Science & Analytics,C++,60.8,Database Management Systems,43.4,Software Engineering,38.7,Artificial Intelligence,37.9,Design & Analysis of Algorithms,37.3,Cloud File Storage,devops|kubernetes|serverless|mysql|react|aws|jenkins|terraform,struggling,31.9
CCS,synthetic,20,3,4,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Database Management Systems,63.2,Engineering Mathematics-IV,57.4,Computer Networks,57.3,Design & Analysis of Algorithms,57.1,C++,53.3,Task Management System,ci/cd|docker|fullstack|nginx|node|react|serverless|kubernetes,average,44.6
ML,synthetic,22,3,4,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Artificial Intelligence,85.9,Engineering Mathematics-IV,84.7,Python,83.0,Engineering Mathematics-III,80.9,C++,78.9,Stock Predictor,keras|sklearn|data science|postgresql|neural network|freertos|opencv|numpy,strong,69.0
CCS,synthetic,21,3,2,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Computer Networks,41.6,Python,37.2,Full Stack Development,33.5,Engineering Mathematics-IV,30.3,Data Structures and Algorithms,29.1,Kubernetes Cluster Monitor,ci/cd|fullstack|node|serverless|kubernetes|react|jenkins|rest api,struggling,19.5
WT,synthetic,21,2,3,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,100.0,Computer Networks,95.0,IoT,93.2,Automata Theory,91.1,Operating Systems,90.4,Smart Parking System,rfid|embedded|zigbee|tableau|freertos|arduino|mqtt|wireless,topper,81.1
CCS,synthetic,21,3,2,Cloud & Distributed Systems|Network & Wireless Systems|Mobile & IoT Development,Python,54.5,C++,51.1,Operating Systems,49.6,Data Structures and Algorithms,48.1,Computer Networks,47.3,Containerized Microservices App,docker|nginx|kubernetes|serverless|rest api|cloud,average,43.2
ML,synthetic,20,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Cryptography & Network Security,63.2,C++,61.1,Artificial Intelligence,58.6,Python,56.4,Design & Analysis of Algorithms,56.1,Chatbot System,embedded|data science|tensorflow|deep learning|classification|opencv|pytorch|python,average,42.2
DWM,synthetic,21,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,95.6,Data Structures and Algorithms,90.1,Cryptography & Network Security,86.4,Python,86.0,Software Engineering,81.9,Social Media Analytics,data visualization|etl|mongodb|data mining,strong,77.4
WT,synthetic,22,3,1,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Engineering Mathematics-IV,97.8,IoT,96.1,Computer Networks,91.5,Digital Logic & Design,90.5,Design & Analysis of Algorithms,86.9,Weather Station,raspberry pi|sensor|lora|mqtt|wireless|zigbee|esp32,strong,79.2
WT,synthetic,20,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,87.6,Digital Logic & Design,85.0,IoT,82.6,Operating Systems,73.9,Microcontroller & Embedded Systems,73.9,Smart Streetlight System,rfid|embedded|zigbee|iot|node|sensor|lora|i2c,strong,65.7
WT,synthetic,20,1,1,Mobile & IoT Development,Computer Networks,86.2,IoT,73.6,Design & Analysis of Algorithms,71.0,Microcontroller & Embedded Systems,70.5,Engineering Mathematics-IV,67.6,GPS Tracker,embedded|iot|freertos|esp32|zigbee|wireless|i2c,above_avg,59.2
DWM,synthetic,18,2,2,Data Science & Analytics|Web Development,Cryptography & Network Security,79.1,Database Management Systems,77.0,Software Engineering,72.6,Java,68.9,Engineering Mathematics-IV,66.2,Financial Data Mining Tool,postgresql|sklearn|tableau|mongodb|power bi|data warehouse|sql|mysql,hard_sample,57.4
ML,synthetic,21,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Design & Analysis of Algorithms,83.4,Engineering Mathematics-IV,80.4,Data Structures and Algorithms,80.1,Python,80.0,Database Management Systems,78.6,Handwriting Recognizer,neural network|sklearn|nlp,strong,68.7
DWM,synthetic,21,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Software Engineering,92.7,Database Management Systems,81.4,Design & Analysis of Algorithms,76.2,Automata Theory,75.4,Cryptography & Network Security,74.8,Healthcare Data Warehouse,data warehouse|hadoop|data mining|python,strong,70.2
CCS,synthetic,18,3,4,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Operating Systems,56.3,Full Stack Development,53.3,Design & Analysis of Algorithms,48.5,Software Engineering,44.3,Database Management Systems,40.9,Online Learning Platform,docker|ci/cd|nginx|node|kubernetes|react|serverless|azure,below_avg,35.0
WT,synthetic,18,2,2,Network & Wireless Systems|Mobile & IoT Development,Digital Logic & Design,100.0,Computer Networks,100.0,Python,100.0,C++,100.0,Automata Theory,100.0,Industrial IoT Gateway,embedded|zigbee|iot|lora|arduino|bluetooth|i2c|gpio,topper,95.3
DWM,synthetic,21,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Database Management Systems,39.2,Data Structures and Algorithms,25.6,Engineering Mathematics-III,17.7,Design & Analysis of Algorithms,16.0,C++,14.9,ETL Automation Tool,postgresql|power bi|sql|lora|spark,failing,6.9
ML,synthetic,22,3,4,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Engineering Mathematics-III,96.0,Artificial Intelligence,94.3,Automata Theory,87.9,Python,84.9,Data Structures and Algorithms,84.7,Chatbot System,keras|sklearn|tensorflow|nlp|neural network|regression|deep learning|classification,topper,78.6
DWM,synthetic,21,3,3,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Database Management Systems,68.3,Engineering Mathematics-IV,68.0,Data Structures and Algorithms,66.7,Cryptography & Network Security,63.9,Engineering Mathematics-III,61.5,Business Intelligence Portal,postgresql|tableau|mongodb|mysql|data visualization|hadoop|analytics|spark,average,52.5
CCS,synthetic,21,2,2,Web Development|Cloud & Distributed Systems,Database Management Systems,100.0,Full Stack Development,96.4,Python,95.8,Computer Networks,95.6,Operating Systems,93.6,Real-Time Chat Application,docker|ci/cd|fullstack|nginx|node|kubernetes|serverless|jenkins,topper,84.4
WT,synthetic,22,3,1,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,IoT,67.4,Computer Networks,65.0,C++,63.9,Microcontroller & Embedded Systems,56.7,Digital Logic & Design,52.0,Health Monitoring Wearable,arduino|iot|microcontroller|bluetooth,average,45.9
CCS,synthetic,19,3,2,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Full Stack Development,100.0,Computer Networks,98.9,Python,88.0,Data Structures and Algorithms,84.9,Cryptography & Network Security,84.4,Full Stack E-Commerce Site,ci/cd|node|serverless|react|terraform|microservices|rest api|azure,strong,77.1
